Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D5,’–ƒ1ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D4,’–ƒ2ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_8,’049_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_27,’048_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_9,’048_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_37,’047_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_15,’047_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGDK1,”Õ√ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_36,’046_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_25,’046_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD5R,” ”ƒ5–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_24,’045_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_13,’045_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD3,” ”ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_34,’044_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_23,’044_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_15,’036_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_35,’034_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2PWA2,”œ2œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_24,’034_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1OBTPP,’1Œ¡“œœ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_29,’028_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_18,’028_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY1A,’4 ”1A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMTM2,”Ã“Ã2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_7,’028_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP2_2,”Ãœœ2_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZA8,’—«¿8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_36,’024_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_14,’024_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZAY22,’—«¿”22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZAY11,’—«¿”11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_34,’022_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_23,’022_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X021_22,’021_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_10,’020_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_32,’020_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_19,’018_19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY24,’1 ”24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_29,’017_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_7,’017_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_39,’016_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_8,’016_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_16,’015_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_9,’015_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_37,’014_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_15,’014_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_35,’012_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_24,’012_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_13,’012_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_34,’011_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_23,’011_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVPRD,”¬œ–ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_12,’011_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2P1_2,”œ2œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1P1_3,”œ1œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSTSRS,”—“—–—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPNK1,”ÃœÕ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSK1,”— 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMSK1,”Ã— 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XTM,’“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_5,’008_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOBWTS,’Œ¡Ÿ“—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY44,’3 ”44,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3242,H3242,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3D,’3 ”3D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3231,H3231,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H323B,H323B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY33,’3 ”33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3253,H3253,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4E,’3 ”4E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324C,H324C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY19, ”¡”19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2230,H2230,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H223A,H223A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY78,’2 ”78,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2263,H2263,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB6,X– B6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK38,X– 38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK05,X– 05,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY1B,’3 ”1B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY11,’3 ”11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY0A,’3 ”0A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY00,’3 ”00,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4F,’2 ”4F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKY34,Z¬ ”34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKY12,Z¬ ”12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY34,’2 ”34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKY56,Z¬ ”56,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY0B,’2 ”0B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY45,’2 ”45,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNDK2,ZƒÕƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY67,’2 ”67,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND6,ZƒÕƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1C,’2 ”1C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPND1,ZœÕƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY01,’2 ”01,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3E,’2 ”3E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY12,’2 ”12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP3_1,”Ãœœ3_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY13,’1 ”13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0C,’1 ”0C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.FRRY,F––”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRASO,Z–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY02,’1 ”02,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1D,’1 ”1D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XORK5,’Œ– 5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA5,X– A5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSPY,Z—œ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMPNK2,ZÃœÕ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSK2,Z— 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H62B3,H62B3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATVGK3,__ATVGK3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H62A2,H62A2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZGK3_,Z√ 3_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6257,H6257,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDNDK2,__VDNDK2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD4,__VPD4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6246,H6246,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__P1BHP,__P1BHP,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK06,’– 06,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__HTTENRNS,__HTTENRNS,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6235,H6235,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS1O2,’Õ—1Œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS2P2,’Õ—2œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS2O1,’Õ—2Œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_25,’067_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_23,’065_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOYDM4,”Œ”ƒÃ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_12,’065_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_33,’064_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_22,’064_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_11,’064_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOISKP,”œŒ»— œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBY10,”Œ¡”10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBY1,”Œ¡”1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_3,’060_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_37,’057_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK1M,”√ 1Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_15,’057_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_25,’056_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_14,’056_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_36,’056_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNVIPD2,”Õ¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X051_31,’051_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_41,’050_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPND3,”œÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_30,’050_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_2,’050_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2DK4,’–ƒ2ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1DK3,’–ƒ1ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D6R,’–ƒ2ƒ6–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_29,’049_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_18,’049_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D6,’–ƒ1ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D5,’–ƒ2ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_9,’049_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_28,’048_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKY34BSD,”Œ ”34¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKY12BSD,”Œ ”12¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_38,’047_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_16,’047_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_27,’047_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGDK2,”Õ√ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_37,’046_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_26,’046_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_25,’045_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_14,’045_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD4R,” ”ƒ4–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD4,” ”ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_35,’044_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_24,’044_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_16,’036_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_14,’034_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_36,’034_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_25,’034_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.Z1PW4BS,Z1œÿ4¡—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X031_22,’031_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKOREK,Y Œ–› ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_19,’028_19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY1B,’4 ”1B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_8,’028_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP3_2,”Ãœœ3_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_37,’024_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_26,’024_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_15,’024_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZAY12,’—«¿”12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_24,’022_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YTTREVTM,”““–≈¬“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBIVKTM,”¬¡»¬ “Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVRASOTM,”¬–¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBIVKP,”¡»¬ œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_11,’020_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_33,’020_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_22,’020_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY25,’1 ”25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_7,’018_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVM3BI,”¬Ã3¡»,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_8,’017_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_9,’016_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY14,’1 ”14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_38,’014_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_27,’014_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_16,’014_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_36,’012_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_25,’012_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_14,’012_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_35,’011_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_24,’011_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP3P1_2,”œ3œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2P1_3,”œ2œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPNK2,”ÃœÕ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSK2,”— 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMSK2,”Ã— 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_6,’008_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY45,’3 ”45,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3243,H3243,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3E,’3 ”3E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H323C,H323C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY34,’3 ”34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3232,H3232,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4F,’3 ”4F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324D,H324D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H223B,H223B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA6,X– A6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2264,H2264,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2231,H2231,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H224C,H224C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY79,’2 ”79,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H420A,H420A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB7,X– B7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H4200,H4200,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.VKFBY,¬ ‘¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK39,X– 39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H5212,H5212,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY80, ”¡”80,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRZBIS,Z–Z¡»—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY12,’3 ”12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY0B,’3 ”0B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY1C,’3 ”1C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY01,’3 ”01,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY35,’2 ”35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNDK3,ZƒÕƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY46,’2 ”46,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY0C,’2 ”0C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY68,’2 ”68,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLD1,Z¬ Àƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3F,’2 ”3F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPND2,ZœÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1D,’2 ”1D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY02,’2 ”02,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY13,’2 ”13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY00,’4 ”00,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY0A,’4 ”0A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMTM3,”Ã“Ã3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP4_1,”Ãœœ4_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZPS,Z«œ—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0D,’1 ”0D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XIRRY,’»––”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY03,’1 ”03,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1E,’1 ”1E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XORK6,’Œ– 6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVNAH,’¬Õ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRBLVM,’–¡À¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY21,’5 ”21,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMSK1,ZÃ— 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY10,’5 ”10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZBLNTC,Z¡ÀÕ“÷,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSK1,’— 1,BOOL,,,1,0,""
T#5S,,,,,1,8,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY04,’2 ”04,BOOL,,,1,0,""
1,,,,,1,8,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZGK2_,Z√ 2_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6258,H6258,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDNDK3,__VDNDK3,BOOL,,,1,0,""
