Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.H3239,H3239,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3206,H3206,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK5B,X– 5B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK6C,X– 6C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2216,H2216,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK7D,X– 7D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY21, ”¡”21,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY32, ”¡”32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H4207,H4207,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1226,H1226,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK51,X– 51,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY08,’3 ”08,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY19,’3 ”19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSD1BSD,Z—ƒ1¡—ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZBLDO,Z¡ÀƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY09,’2 ”09,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZNPROJ,ZÕœ–Œ∆,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVIPD2,Z¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY07,’4 ”07,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK22_1,”œœ 22_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPK1BXP,Zœ 1¡’œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK11_1,”œœ 11_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPP1,Zœœ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZON,ZŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTREVBY,Z“–≈¬¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVNKY,’¬Õ ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XONAH,’ŒÕ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOKIS,’Œ »—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM53,’¬Ã53,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM42,’¬Ã42,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM31,’¬Ã31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XKO24,’ Œ24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XKO13,’ Œ13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK84,X– 84,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK73,X– 73,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY06,’5 ”06,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK40,X– 40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVWT,Z¬ÿ“,BOOL,,,1,0,""
8,,,,,1,8,""
DEVICE1.FBU_SFC_LD._GLOBAL.PNDK2,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY71,’2 ”71,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VVIPD2,__VVIPD2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDND3,__VDND3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6270,H6270,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK6D,’– 6D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ZAWRASO,__ZAWRASO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZON,_ZŒÕ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_38,’061_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XA2O2,’A2Œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_27,’061_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_16,’061_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_4,’067_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDNS1_TM,”ƒÕ—1_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_6,’065_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSTOPM,”—“ŒœÃ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSL2P,”—À2œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_7,’064_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_37,’060_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_26,’060_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_15,’060_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP22,”¬¡”œ22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP11,”¬¡”œ11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_3,’057_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_4,’056_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X051_39,’051_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVIPD2,”¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_38,’050_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNPROJ,”Õœ–Œ∆,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_27,’050_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_31,’049_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_20,’049_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_1,’048_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYBXP1,” ”¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONGDK2,”ŒÕ√ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_2,’047_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_3,’046_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONGD6,”ŒÕ√ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_4,’045_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_5,’044_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYD2,”Œ ”ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_2,’036_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPP1_TM,”œœ1_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_4,’034_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK22_2,”œœ 22_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK11_2,”œœ 11_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_32,’028_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY19,’4 ”19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_10,’028_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZA10,’—«¿10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBW,”Œ¡Ÿ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_5,’022_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK7A,’Õ 7¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.NK3A,Õ 3¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_7,’020_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.Y7,”7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONBI,”ŒÕ¡»,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVNKY,”¬Õ ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_32,’017_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_10,’017_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_31,’016_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_1,’015_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_40,’014_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XPWB1,’œÿ¡1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_2,’014_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOBWTK,’Œ¡Ÿ“ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVWT,”¬ÿ“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_4,’012_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_5,’011_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_34,’008_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMYY1,”Ã””1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_23,’008_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_12,’008_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK5C,X– 5C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK96,X– 96,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3207,H3207,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2217,H2217,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY22, ”¡”22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY44, ”¡”44,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY33, ”¡”33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H4208,H4208,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1227,H1227,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK3A,X– 3A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1216,H1216,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY09,’3 ”09,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZKYBXP1,Z ”¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7A,’2 ”7¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY70,’2 ”70,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD1,Z¬ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZV1PWA1,Z¬1œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY08,’4 ”08,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK12_1,”œœ 12_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPP2,Zœœ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVTM2,Z¬“Ã2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZTRRY,Z“––”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZRRYBY,Z«––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZONBY,ZŒÕ¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM43,’¬Ã43,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM32,’¬Ã32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOBWVM,’Œ¡Ÿ¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM21,’¬Ã21,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK74,X– 74,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY07,’5 ”07,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK63,X– 63,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK41,X– 41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.XRK42,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY5A,’2 ”5A,BOOL,,,1,0,""
9,,,,,1,8,""
DEVICE1.FBU_SFC_LD._GLOBAL.PNDK3,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY72,’2 ”72,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.BLOK,,INT,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__TREVOG,__TREVOG,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6260,H6260,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDND4,__VDND4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VODO,__VODO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6271,H6271,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATOPRD,__ATOPRD,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKTR,’– “–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK5D,’– 5D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ASONA,_¿—ŒÕ¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_39,’061_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_17,’061_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_7,’065_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSL1P,”—À1œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_8,’064_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYD2P,”¬¡”ƒ2œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_9,’063_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_27,’060_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_16,’060_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP12,”¬¡”œ12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_40,’057_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_4,’057_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_5,’056_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPZV1,”œ«¬1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBPIT,’¡œ»“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_9,’052_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.PNVIPD1,PÕ¬»œƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_39,’050_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_28,’050_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD1,”¬ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_32,’049_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_10,’049_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_1,’049_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYBXP2,” ”¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_2,’048_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONGDK3,”ŒÕ√ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_30,’047_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_3,’047_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_4,’046_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYD3,”Œ ”ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_5,’045_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_6,’044_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_3,’036_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1PRA1,”œ1œ–¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_5,’034_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPK12_2,”œœ 12_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_33,’028_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_22,’028_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_11,’028_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBPP,’¡œœ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSPY1,’—œ”1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_4,’024_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRASOTM,”–¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK7B,’Õ 7¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK7A,”Õ 7¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_8,’020_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_33,’017_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_22,’017_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_11,’017_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPKO,”œ Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_32,’016_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_10,’016_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_1,’016_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_2,’015_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_30,’014_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOBW,’Œ¡Ÿ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XPWB2,’œÿ¡2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPWB1,”œÿ¡1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_3,’014_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.Y8,”8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_5,’012_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_6,’011_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YZPYY,”«œ””,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_35,’008_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMYY2,”Ã””2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_24,’008_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_13,’008_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK97,X– 97,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK86,X– 86,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY23, ”¡”23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY34, ”¡”34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK4C,X– 4C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1228,H1228,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK3B,X– 3B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1217,H1217,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZKYBXP2,Z ”¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLDK1,Z¬ Àƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7B,’2 ”7B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZKYDK,Z« ”ƒ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY6A,’2 ”6A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY60,’2 ”60,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY71,’2 ”71,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD2,Z¬ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZV1PWA2,Z¬1œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZV2PWA1,Z¬2œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY09,’4 ”09,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPW2BS,Zœÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPP3,Zœœ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVNKY,Z¬Õ ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOBIVK,’Œ¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK113,X– 113,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM33,’¬Ã33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM22,’¬Ã22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZBLVKL,Z¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK75,X– 75,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZSTSY2,Z—“—”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSY2,S—”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK64,X– 64,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY08,’5 ”08,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMYY1,ZÃ””1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.FKO,F Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.PNDK4,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY73,’2 ”73,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SGK1,S√ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6261,H6261,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625A,H625A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDND5,__VDND5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6250,H6250,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB0,’– B0,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6272,H6272,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK4D,’– 4D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OBRKKU,__ŒBRKKU,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SOBRK,SŒ¡– ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZTREV_,Z«“–≈¬_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OPODG,__OPODG,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_18,’061_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_40,’067_40,BOOL,,,1,0,""
