Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.X014_22,DEVICE1.FBU_LD.PROG1.XION,,,"<LD>,(DEVICE1,FBU_LD,PROG1):635:(1,1466),READING FROM,,DEVICE1.FBU_LD.PROG1.XION,,(0:0),1649,0,0,"
DEVICE1.FBU_LD.PROG1.X014_23,DEVICE1.FBU_LD.PROG1.XIRRY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):636:(1,1468),READING FROM,,DEVICE1.FBU_LD.PROG1.XIRRY,,(0:0),1651,0,0,"
DEVICE1.FBU_LD.PROG1.X016_9,DEVICE1.FBU_LD.PROG1.XVM43,,,"<LD>,(DEVICE1,FBU_LD,PROG1):683:(1,1564),READING FROM,,DEVICE1.FBU_LD.PROG1.XVM43,,(0:0),1755,0,0,"
DEVICE1.FBU_LD.PROG1.YONBI,DEVICE1.FBU_LD.PROG1.X018_18,,,"<LD>,(DEVICE1,FBU_LD,PROG1):750:(1,1709),READING FROM,,DEVICE1.FBU_LD.PROG1.X018_18,,(0:0),1912,0,0,"
DEVICE1.FBU_LD.PROG1.YONBI,DEVICE1.FBU_LD.PROG1.X018_19,,,"<LD>,(DEVICE1,FBU_LD,PROG1):751:(1,1711),READING FROM,,DEVICE1.FBU_LD.PROG1.X018_19,,(0:0),1914,0,0,"
DEVICE1.FBU_LD.PROG1.Y5,DEVICE1.FBU_LD.PROG1.X015_7,,,"<LD>,(DEVICE1,FBU_LD,PROG1):659:(1,1514),READING FROM,,DEVICE1.FBU_LD.PROG1.X015_7,,(0:0),1703,0,0,"
DEVICE1.FBU_LD.PROG1.Y5,DEVICE1.FBU_LD.PROG1.X015_8,,,"<LD>,(DEVICE1,FBU_LD,PROG1):660:(1,1516),READING FROM,,DEVICE1.FBU_LD.PROG1.X015_8,,(0:0),1705,0,0,"
DEVICE1.FBU_LD.PROG1.XNK3B,DEVICE1.FBU_LD.PROG1.YNK3B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):779:(1,1770),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK3B,,(0:0),1982,0,0,"
DEVICE1.FBU_LD.PROG1.YNK4A,DEVICE1.FBU_LD.PROG1.X020_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):783:(1,1780),READING FROM,,DEVICE1.FBU_LD.PROG1.X020_27,,(0:0),1999,0,0,"
DEVICE1.FBU_LD.PROG1.YNK4B,DEVICE1.FBU_LD.PROG1.X020_29,,,"<LD>,(DEVICE1,FBU_LD,PROG1):786:(1,1787),READING FROM,,DEVICE1.FBU_LD.PROG1.X020_29,,(0:0),2010,0,0,"
DEVICE1.FBU_LD.PROG1.NK7B,DEVICE1.FBU_LD.PROG1.YNK7B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):797:(2,1809),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK7B,,(0:0),2037,0,0,"
DEVICE1.FBU_LD.PROG1.Y1P1_2TM,DEVICE1.FBU_LD.PROG1.X022_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):838:(1,1891),READING FROM,,DEVICE1.FBU_LD.PROG1.X022_30,,(0:0),2138,0,0,"
DEVICE1.FBU_LD.PROG1.X024_31,DEVICE1.FBU_LD.PROG1.XZWRY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):862:(1,1952),READING FROM,,DEVICE1.FBU_LD.PROG1.XZWRY2,,(0:0),2204,0,0,"
DEVICE1.FBU_LD.PROG1.X024_32,DEVICE1.FBU_LD.PROG1.XSZRY1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):863:(1,1954),READING FROM,,DEVICE1.FBU_LD.PROG1.XSZRY1,,(0:0),2206,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYDK4,DEVICE1.FBU_LD.PROG1.X047_38,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1181:(1,2704),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_38,,(0:0),3159,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYDK4,DEVICE1.FBU_LD.PROG1.X047_39,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1182:(1,2706),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_39,,(0:0),3161,0,0,"
DEVICE1.FBU_LD.PROG1.YP1PW2BS,DEVICE1.FBU_LD.PROG1.X034_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):965:(1,2167),READING FROM,,DEVICE1.FBU_LD.PROG1.X034_26,,(0:0),2505,0,0,"
DEVICE1.FBU_LD.PROG1.YP1PW2BS,DEVICE1.FBU_LD.PROG1.X034_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):966:(1,2169),READING FROM,,DEVICE1.FBU_LD.PROG1.X034_27,,(0:0),2507,0,0,"
DEVICE1.FBU_LD.PROG1.YPP2_TM,DEVICE1.FBU_LD.PROG1.X036_3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1021:(1,2279),READING FROM,,DEVICE1.FBU_LD.PROG1.X036_3,,(0:0),2644,0,0,"
DEVICE1.FBU_LD.PROG1.YPW4BS_TM,DEVICE1.FBU_LD.PROG1.X036_7,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1025:(1,2287),READING FROM,,DEVICE1.FBU_LD.PROG1.X036_7,,(0:0),2654,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD1R,DEVICE1.FBU_LD.PROG1.X044_24,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1031:(1,2304),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_24,,(0:0),2677,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD1R,DEVICE1.FBU_LD.PROG1.X044_25,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1032:(1,2306),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_25,,(0:0),2679,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD4,DEVICE1.FBU_LD.PROG1.X045_13,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1082:(1,2440),READING FROM,,DEVICE1.FBU_LD.PROG1.X045_13,,(0:0),2852,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD4,DEVICE1.FBU_LD.PROG1.X045_14,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1083:(1,2442),READING FROM,,DEVICE1.FBU_LD.PROG1.X045_14,,(0:0),2854,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD5,DEVICE1.FBU_LD.PROG1.X046_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1118:(1,2536),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_30,,(0:0),2966,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD5,DEVICE1.FBU_LD.PROG1.X046_31,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1119:(1,2538),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_31,,(0:0),2968,0,0,"
DEVICE1.FBU_LD.PROG1.YKYDK3,DEVICE1.FBU_LD.PROG1.X047_22,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1142:(1,2600),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_22,,(0:0),3045,0,0,"
DEVICE1.FBU_LD.PROG1.YKYDK3,DEVICE1.FBU_LD.PROG1.X047_23,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1143:(1,2602),READING FROM,,DEVICE1.FBU_LD.PROG1.X047_23,,(0:0),3047,0,0,"
DEVICE1.FBU_LD.PROG1.X049_2,DEVICE1.FBU_LD.PROG1.XRD2D1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1211:(1,2782),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD2D1,,(0:0),3247,0,0,"
DEVICE1.FBU_LD.PROG1.X049_3,DEVICE1.FBU_LD.PROG1.XRD1D2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1212:(1,2784),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD1D2,,(0:0),3249,0,0,"
DEVICE1.FBU_LD.PROG1.X049_36,DEVICE1.FBU_LD.PROG1.XRD1DK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1245:(1,2850),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD1DK4,,(0:0),3315,0,0,"
DEVICE1.FBU_LD.PROG1.YVD2,DEVICE1.FBU_LD.PROG1.X050_23,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1279:(1,2918),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_23,,(0:0),3397,0,0,"
DEVICE1.FBU_LD.PROG1.YPND1,DEVICE1.FBU_LD.PROG1.X050_25,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1283:(1,2926),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_25,,(0:0),3407,0,0,"
DEVICE1.FBU_LD.PROG1.YVD3,DEVICE1.FBU_LD.PROG1.X050_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1293:(1,2946),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_30,,(0:0),3432,0,0,"
DEVICE1.FBU_LD.PROG1.X052_20,DEVICE1.FBU_LD.PROG1.XBNG,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1331:(1,3026),READING FROM,,DEVICE1.FBU_LD.PROG1.XBNG,,(0:0),3529,0,0,"
DEVICE1.FBU_LD.PROG1.X052_9,DEVICE1.FBU_LD.PROG1.XBONG,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1332:(1,3031),READING FROM,,DEVICE1.FBU_LD.PROG1.XBONG,,(0:0),3534,0,0,"
DEVICE1.FBU_LD.PROG1.YPZV1,DEVICE1.FBU_LD.PROG1.X056_33,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1337:(1,3043),READING FROM,,DEVICE1.FBU_LD.PROG1.X056_33,,(0:0),3547,0,0,"
DEVICE1.FBU_LD.PROG1.YPZV1,DEVICE1.FBU_LD.PROG1.X056_36,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1338:(1,3045),READING FROM,,DEVICE1.FBU_LD.PROG1.X056_36,,(0:0),3549,0,0,"
DEVICE1.FBU_LD.PROG1.YPDNS2,DEVICE1.FBU_LD.PROG1.X057_3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1373:(1,3115),READING FROM,,DEVICE1.FBU_LD.PROG1.X057_3,,(0:0),3628,0,0,"
DEVICE1.FBU_LD.PROG1.YPDNS2,DEVICE1.FBU_LD.PROG1.X057_4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1374:(1,3117),READING FROM,,DEVICE1.FBU_LD.PROG1.X057_4,,(0:0),3630,0,0,"
DEVICE1.FBU_LD.PROG1.YSL2M,DEVICE1.FBU_LD.PROG1.X064_34,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1505:(1,3385),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_34,,(0:0),3932,0,0,"
DEVICE1.FBU_LD.PROG1.YSL2M,DEVICE1.FBU_LD.PROG1.X064_35,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1506:(1,3387),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_35,,(0:0),3934,0,0,"
DEVICE1.FBU_LD.PROG1.X063_20,DEVICE1.FBU_LD.PROG1.XBPIT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1460:(1,3290),READING FROM,,DEVICE1.FBU_LD.PROG1.XBPIT,,(0:0),3822,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYD2M,DEVICE1.FBU_LD.PROG1.X064_24,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1490:(1,3355),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_24,,(0:0),3897,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYD2M,DEVICE1.FBU_LD.PROG1.X064_25,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1491:(1,3357),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_25,,(0:0),3899,0,0,"
DEVICE1.FBU_LD.PROG1.X061_36,DEVICE1.FBU_LD.PROG1.XA2P2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1579:(1,3534),READING FROM,,DEVICE1.FBU_LD.PROG1.XA2P2,,(0:0),4100,0,0,"
DEVICE1.FBU_LD.PROG1._ZON,DEVICE1.FBU_LD.PROG1.__ONBU,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1583:(1,3542),READING FROM,,DEVICE1.FBU_LD.PROG1.__ONBU,,(0:0),4108,0,0,"
DEVICE1.FBU_LD.PROG1.H6244,DEVICE1.FBU_LD.PROG1.__VPD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1619:(1,3617),READING FROM,,DEVICE1.FBU_LD.PROG1.__VPD1,,(0:0),4195,0,0,"
DEVICE1.FBU_LD.PROG1.H6272,DEVICE1.FBU_LD.PROG1.__P2BHP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1610:(1,3599),READING FROM,,DEVICE1.FBU_LD.PROG1.__P2BHP,,(0:0),4177,0,0,"
DEVICE1.FBU_LD.PROG1.H625C,DEVICE1.FBU_LD.PROG1.__OND5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1644:(1,3667),READING FROM,,DEVICE1.FBU_LD.PROG1.__OND5,,(0:0),4245,0,0,"
DEVICE1.FBU_LD.PROG1.H625D,DEVICE1.FBU_LD.PROG1.__OND6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1645:(1,3669),READING FROM,,DEVICE1.FBU_LD.PROG1.__OND6,,(0:0),4247,0,0,"
DEVICE1.FBU_LD.PROG1._ZGK3,DEVICE1.FBU_LD.PROG1.__STVGK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1662:(1,3704),READING FROM,,DEVICE1.FBU_LD.PROG1.__STVGK3,,(0:0),4284,0,0,"
DEVICE1.FBU_LD.PROG1.H62B3,DEVICE1.FBU_LD.PROG1.__TESTF,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1667:(1,3714),READING FROM,,DEVICE1.FBU_LD.PROG1.__TESTF,,(0:0),4294,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY10,DEVICE1.FBU_LD.PROG1.ZBLNTC,,,"<LD>,(DEVICE1,FBU_LD,PROG1):18:(1,52),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLNTC,,(0:0),63,0,0,"
DEVICE1.FBU_LD.PROG1.ZMYY1,DEVICE1.FBU_LD.PROG1.YMYY1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):517:(1,1213),READING FROM,,DEVICE1.FBU_LD.PROG1.YMYY1,,(0:0),1353,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY08,DEVICE1.FBU_LD.PROG1.ZMREK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):27:(1,79),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMREK1,,(0:0),92,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY09,DEVICE1.FBU_LD.PROG1.ZMPIT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):36:(1,103),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMPIT1,,(0:0),116,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY09,DEVICE1.FBU_LD.PROG1.ZMPIT2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):37:(1,106),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMPIT2,,(0:0),119,0,0,"
DEVICE1.FBU_LD.PROG1.ZSTT1,DEVICE1.FBU_LD.PROG1.YSTT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):535:(1,1249),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTT1,,(0:0),1403,0,0,"
DEVICE1.FBU_LD.PROG1.XRK75,DEVICE1.FBU_LD.PROG1.ZBLSPY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):61:(1,165),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLSPY,,(0:0),182,0,0,"
DEVICE1.FBU_LD.PROG1.XRBLVM,DEVICE1.FBU_LD.PROG1.ZRVM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):66:(1,179),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRVM,,(0:0),199,0,0,"
DEVICE1.FBU_LD.PROG1.F2P1_2,DEVICE1.FBU_LD.PROG1.Z2P,,,"<LD>,(DEVICE1,FBU_LD,PROG1):97:(1,270),READING FROM,,DEVICE1.FBU_LD.PROG1.Z2P,,(0:0),333,0,0,"
DEVICE1.FBU_LD.PROG1.F2P1_2,DEVICE1.FBU_LD.PROG1.YP2P1_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):545:(1,1269),READING FROM,,DEVICE1.FBU_LD.PROG1.YP2P1_2,,(0:0),1427,0,0,"
DEVICE1.FBU_LD.PROG1.F2P1_2,DEVICE1.FBU_LD.PROG1.YM2P1_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):569:(1,1318),READING FROM,,DEVICE1.FBU_LD.PROG1.YM2P1_2,,(0:0),1486,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY1A,DEVICE1.FBU_LD.PROG1.F1P1_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):92:(1,260),READING FROM,,DEVICE1.FBU_LD.PROG1.F1P1_2,,(0:0),323,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY01,DEVICE1.FBU_LD.PROG1.ZRASO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):108:(1,292),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRASO,,(0:0),355,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY01,DEVICE1.FBU_LD.PROG1.ZVRASO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):110:(1,297),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVRASO,,(0:0),361,0,0,"
DEVICE1.FBU_LD.PROG1.ZRRYBY,DEVICE1.FBU_LD.PROG1.YRRYBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):835:(1,1885),READING FROM,,DEVICE1.FBU_LD.PROG1.YRRYBYTM,,(0:0),2130,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY28,DEVICE1.FBU_LD.PROG1.ZTRRY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):129:(1,343),READING FROM,,DEVICE1.FBU_LD.PROG1.ZTRRY,,(0:0),417,0,0,"
DEVICE1.FBU_LD.PROG1.YMPP1_1,DEVICE1.FBU_LD.PROG1.ZPP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):138:(2,367),READING FROM,,DEVICE1.FBU_LD.PROG1.ZPP1,,(0:0),445,0,0,"
DEVICE1.FBU_LD.PROG1.YMPP1_1,DEVICE1.FBU_LD.PROG1.X028_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):874:(1,1983),READING FROM,,DEVICE1.FBU_LD.PROG1.X028_1,,(0:0),2238,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY00,DEVICE1.FBU_LD.PROG1.ZV1PWA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):158:(1,411),READING FROM,,DEVICE1.FBU_LD.PROG1.ZV1PWA1,,(0:0),502,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY00,DEVICE1.FBU_LD.PROG1.ZV2PWA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):160:(1,415),READING FROM,,DEVICE1.FBU_LD.PROG1.ZV2PWA1,,(0:0),506,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY01,DEVICE1.FBU_LD.PROG1.ZV1PWA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):159:(1,413),READING FROM,,DEVICE1.FBU_LD.PROG1.ZV1PWA1,,(0:0),504,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY01,DEVICE1.FBU_LD.PROG1.ZV2PWA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):161:(1,417),READING FROM,,DEVICE1.FBU_LD.PROG1.ZV2PWA1,,(0:0),508,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1027:(1,2293),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1,,(0:0),2660,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1030:(1,2301),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1R,,(0:0),2671,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1033:(1,2309),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD2,,(0:0),2682,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD2R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1036:(1,2317),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD2R,,(0:0),2693,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1039:(1,2325),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD1,,(0:0),2704,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1042:(1,2333),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD1R,,(0:0),2715,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1045:(1,2341),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD2,,(0:0),2726,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD2R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1048:(1,2349),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD2R,,(0:0),2737,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YOKYD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1051:(1,2357),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD1,,(0:0),2748,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YOKYD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1054:(1,2365),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD2,,(0:0),2756,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YONGD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1057:(1,2373),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD1,,(0:0),2764,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YONGD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1060:(1,2381),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD2,,(0:0),2772,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1063:(1,2389),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3,,(0:0),2780,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1066:(1,2397),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3R,,(0:0),2791,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1069:(1,2405),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4,,(0:0),2802,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1072:(1,2413),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4R,,(0:0),2813,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1075:(1,2421),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3,,(0:0),2824,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1078:(1,2429),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3R,,(0:0),2835,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1081:(1,2437),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4,,(0:0),2846,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YNGD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1084:(1,2445),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4R,,(0:0),2857,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YONGD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1087:(1,2453),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD3,,(0:0),2868,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YONGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1090:(1,2461),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD4,,(0:0),2876,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YOKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1093:(1,2469),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD3,,(0:0),2884,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YOKYD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1096:(1,2477),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD4,,(0:0),2892,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1099:(1,2485),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5,,(0:0),2900,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1102:(1,2493),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5R,,(0:0),2911,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1105:(1,2501),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6,,(0:0),2922,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YKYD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1108:(1,2509),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6R,,(0:0),2933,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD2,DEVICE1.FBU_LD.PROG1.YONGD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1111:(1,2517),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD5,,(0:0),2944,0,0,"
