Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.X1KY00,DEVICE1.FBU_LD.PROG1.YRASO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):740:(1,1689),READING FROM,,DEVICE1.FBU_LD.PROG1.YRASO,,(0:0),1888,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY00,DEVICE1.FBU_LD.PROG1.YRASO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):743:(1,1695),READING FROM,,DEVICE1.FBU_LD.PROG1.YRASO,,(0:0),1895,0,0,"
DEVICE1.FBU_LD.PROG1.YPTM1,DEVICE1.FBU_LD.PROG1.ZTM12,,,"<LD>,(DEVICE1,FBU_LD,PROG1):146:(1,383),READING FROM,,DEVICE1.FBU_LD.PROG1.ZTM12,,(0:0),464,0,0,"
DEVICE1.FBU_LD.PROG1.YPTM1,DEVICE1.FBU_LD.PROG1.X028_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):930:(1,2095),READING FROM,,DEVICE1.FBU_LD.PROG1.X028_30,,(0:0),2406,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1027:(1,2292),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1,,(0:0),2659,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1030:(1,2300),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD1R,,(0:0),2670,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1033:(1,2308),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD2,,(0:0),2681,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD2R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1036:(1,2316),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD2R,,(0:0),2692,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1039:(1,2324),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD1,,(0:0),2703,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1042:(1,2332),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD1R,,(0:0),2714,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1045:(1,2340),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD2,,(0:0),2725,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD2R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1048:(1,2348),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD2R,,(0:0),2736,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1051:(1,2356),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD1,,(0:0),2747,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1054:(1,2364),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD2,,(0:0),2755,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1057:(1,2372),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD1,,(0:0),2763,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1060:(1,2380),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD2,,(0:0),2771,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1063:(1,2388),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3,,(0:0),2779,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1066:(1,2396),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3R,,(0:0),2790,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1069:(1,2404),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4,,(0:0),2801,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1072:(1,2412),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4R,,(0:0),2812,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1075:(1,2420),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3,,(0:0),2823,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1078:(1,2428),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3R,,(0:0),2834,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1081:(1,2436),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4,,(0:0),2845,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1084:(1,2444),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4R,,(0:0),2856,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1087:(1,2452),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD3,,(0:0),2867,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1090:(1,2460),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD4,,(0:0),2875,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1093:(1,2468),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD3,,(0:0),2883,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1096:(1,2476),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD4,,(0:0),2891,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1099:(1,2484),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5,,(0:0),2899,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1102:(1,2492),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5R,,(0:0),2910,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1105:(1,2500),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6,,(0:0),2921,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1108:(1,2508),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6R,,(0:0),2932,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1111:(1,2516),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD5,,(0:0),2943,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1114:(1,2524),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGD6,,(0:0),2951,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1117:(1,2532),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD5,,(0:0),2959,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1120:(1,2540),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD5R,,(0:0),2970,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1123:(1,2548),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD6,,(0:0),2981,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1126:(1,2556),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD6R,,(0:0),2992,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1129:(1,2564),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD5,,(0:0),3003,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1132:(1,2572),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYD6,,(0:0),3011,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1135:(1,2580),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK1,,(0:0),3019,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1138:(1,2588),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK2,,(0:0),3029,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1141:(1,2596),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK3,,(0:0),3039,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1144:(1,2604),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK4,,(0:0),3049,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1147:(1,2612),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK1,,(0:0),3059,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1150:(1,2620),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK2,,(0:0),3069,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1153:(1,2628),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK3,,(0:0),3079,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YNGDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1156:(1,2636),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK4,,(0:0),3089,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1159:(1,2644),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGDK1,,(0:0),3099,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1162:(1,2652),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGDK2,,(0:0),3107,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1165:(1,2660),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGDK3,,(0:0),3115,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YONGDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1168:(1,2668),READING FROM,,DEVICE1.FBU_LD.PROG1.YONGDK4,,(0:0),3123,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1171:(1,2676),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYDK1,,(0:0),3131,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1174:(1,2684),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYDK2,,(0:0),3139,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1177:(1,2692),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYDK3,,(0:0),3147,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1180:(1,2700),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYDK4,,(0:0),3155,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYBXP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1183:(1,2708),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP1,,(0:0),3163,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1186:(1,2716),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP2,,(0:0),3173,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1189:(1,2724),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY12BSD,,(0:0),3183,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKY34BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1192:(1,2732),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY34BSD,,(0:0),3193,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YKY56BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1195:(1,2740),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY56BSD,,(0:0),3203,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYBXP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1198:(1,2748),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYBXP1,,(0:0),3213,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1201:(1,2756),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKYBXP2,,(0:0),3221,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1204:(1,2764),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKY12BSD,,(0:0),3229,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YOKY34BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1207:(1,2772),READING FROM,,DEVICE1.FBU_LD.PROG1.YOKY34BSD,,(0:0),3237,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIPD1,DEVICE1.FBU_LD.PROG1.YVIPD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1326:(1,3014),READING FROM,,DEVICE1.FBU_LD.PROG1.YVIPD1,,(0:0),3515,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY7D,DEVICE1.FBU_LD.PROG1.ZVIPD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):175:(1,445),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVIPD1,,(0:0),536,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY07,DEVICE1.FBU_LD.PROG1.ZDND6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):220:(1,541),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDND6,,(0:0),632,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY08,DEVICE1.FBU_LD.PROG1.ZDND6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):221:(1,543),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDND6,,(0:0),634,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY64,DEVICE1.FBU_LD.PROG1.ZVKLD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):226:(1,555),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKLD3,,(0:0),646,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY64,DEVICE1.FBU_LD.PROG1.YKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1063:(1,2390),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3,,(0:0),2782,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY64,DEVICE1.FBU_LD.PROG1.YKYD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1066:(1,2398),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3R,,(0:0),2793,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKY12,DEVICE1.FBU_LD.PROG1.YKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1189:(2,2724),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY12BSD,,(0:0),3185,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKY12,DEVICE1.FBU_LD.PROG1.YKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1256:(1,2872),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY12BSD,,(0:0),3339,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY36,DEVICE1.FBU_LD.PROG1.ZVKY34,,,"<LD>,(DEVICE1,FBU_LD,PROG1):267:(1,654),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKY34,,(0:0),750,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY36,DEVICE1.FBU_LD.PROG1.YKY34BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1192:(1,2734),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY34BSD,,(0:0),3196,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY4E,DEVICE1.FBU_LD.PROG1.ZSD1BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):269:(1,658),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSD1BSD,,(0:0),754,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY4F,DEVICE1.FBU_LD.PROG1.ZSD1BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):270:(1,660),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSD1BSD,,(0:0),756,0,0,"
DEVICE1.FBU_LD.PROG1.ZRYBIS,DEVICE1.FBU_LD.PROG1.YRYBIS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1554:(1,3483),READING FROM,,DEVICE1.FBU_LD.PROG1.YRYBIS_TM,,(0:0),4047,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY17,DEVICE1.FBU_LD.PROG1.ZDNS2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):301:(2,723),READING FROM,,DEVICE1.FBU_LD.PROG1.ZDNS2,,(0:0),820,0,0,"
DEVICE1.FBU_LD.PROG1.H121A,DEVICE1.FBU_LD.PROG1.X1KY1A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):317:(1,755),READING FROM,,DEVICE1.FBU_LD.PROG1.X1KY1A,,(0:0),852,0,0,"
DEVICE1.FBU_LD.PROG1.H1228,DEVICE1.FBU_LD.PROG1.X1KY28,,,"<LD>,(DEVICE1,FBU_LD,PROG1):338:(1,800),READING FROM,,DEVICE1.FBU_LD.PROG1.X1KY28,,(0:0),900,0,0,"
DEVICE1.FBU_LD.PROG1.H421D,DEVICE1.FBU_LD.PROG1.X4KY1D,,,"<LD>,(DEVICE1,FBU_LD,PROG1):339:(1,802),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY1D,,(0:0),902,0,0,"
DEVICE1.FBU_LD.PROG1.XRKB5,DEVICE1.FBU_LD.PROG1.X4KY03,,,"<LD>,(DEVICE1,FBU_LD,PROG1):347:(1,824),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY03,,(0:0),924,0,0,"
DEVICE1.FBU_LD.PROG1.H4204,DEVICE1.FBU_LD.PROG1.X4KY04,,,"<LD>,(DEVICE1,FBU_LD,PROG1):348:(1,826),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY04,,(0:0),926,0,0,"
DEVICE1.FBU_LD.PROG1.XRKB6,DEVICE1.FBU_LD.PROG1.X4KY04,,,"<LD>,(DEVICE1,FBU_LD,PROG1):348:(1,827),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY04,,(0:0),927,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY35,DEVICE1.FBU_LD.PROG1.X2KY67,,,"<LD>,(DEVICE1,FBU_LD,PROG1):359:(1,859),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY67,,(0:0),959,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY36,DEVICE1.FBU_LD.PROG1.X2KY69,,,"<LD>,(DEVICE1,FBU_LD,PROG1):360:(1,862),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY69,,(0:0),962,0,0,"
DEVICE1.FBU_LD.PROG1.H223A,DEVICE1.FBU_LD.PROG1.X2KY3A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):372:(1,888),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY3A,,(0:0),988,0,0,"
DEVICE1.FBU_LD.PROG1.H3239,DEVICE1.FBU_LD.PROG1.X3KY39,,,"<LD>,(DEVICE1,FBU_LD,PROG1):460:(1,1076),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY39,,(0:0),1186,0,0,"
DEVICE1.FBU_LD.PROG1.H3241,DEVICE1.FBU_LD.PROG1.X3KY41,,,"<LD>,(DEVICE1,FBU_LD,PROG1):467:(1,1095),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY41,,(0:0),1205,0,0,"
DEVICE1.FBU_LD.PROG1.XRK8C,DEVICE1.FBU_LD.PROG1.X3KY42,,,"<LD>,(DEVICE1,FBU_LD,PROG1):468:(1,1099),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY42,,(0:0),1209,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY45,DEVICE1.FBU_LD.PROG1.YVBYD2M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1489:(1,3353),READING FROM,,DEVICE1.FBU_LD.PROG1.YVBYD2M,,(0:0),3894,0,0,"
DEVICE1.FBU_LD.PROG1.YMREK1,DEVICE1.FBU_LD.PROG1.X008_17,,,"<LD>,(DEVICE1,FBU_LD,PROG1):501:(1,1180),READING FROM,,DEVICE1.FBU_LD.PROG1.X008_17,,(0:0),1309,0,0,"
DEVICE1.FBU_LD.PROG1.YCPM1,DEVICE1.FBU_LD.PROG1.X008_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):512:(1,1203),READING FROM,,DEVICE1.FBU_LD.PROG1.X008_26,,(0:0),1340,0,0,"
DEVICE1.FBU_LD.PROG1.YP1P1_2,DEVICE1.FBU_LD.PROG1.X011_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):540:(1,1259),READING FROM,,DEVICE1.FBU_LD.PROG1.X011_1,,(0:0),1416,0,0,"
DEVICE1.FBU_LD.PROG1.YP1P1_2,DEVICE1.FBU_LD.PROG1.X011_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):541:(1,1261),READING FROM,,DEVICE1.FBU_LD.PROG1.X011_2,,(0:0),1418,0,0,"
DEVICE1.FBU_LD.PROG1.X011_18,DEVICE1.FBU_LD.PROG1.XRK113,,,"<LD>,(DEVICE1,FBU_LD,PROG1):584:(1,1352),READING FROM,,DEVICE1.FBU_LD.PROG1.XRK113,,(0:0),1524,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWTK,DEVICE1.FBU_LD.PROG1.Y3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):646:(1,1488),READING FROM,,DEVICE1.FBU_LD.PROG1.Y3,,(0:0),1673,0,0,"
DEVICE1.FBU_LD.PROG1.XOBWTK,DEVICE1.FBU_LD.PROG1.YMTKSEP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):723:(2,1655),READING FROM,,DEVICE1.FBU_LD.PROG1.YMTKSEP,,(0:0),1851,0,0,"
DEVICE1.FBU_LD.PROG1.X012_38,DEVICE1.FBU_LD.PROG1.XOBWTK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):613:(1,1421),READING FROM,,DEVICE1.FBU_LD.PROG1.XOBWTK,,(0:0),1599,0,0,"
DEVICE1.FBU_LD.PROG1.X012_40,DEVICE1.FBU_LD.PROG1.XOBWTS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):614:(1,1424),READING FROM,,DEVICE1.FBU_LD.PROG1.XOBWTS,,(0:0),1602,0,0,"
